id,Producto,Tienda,Estado,Incumplimiento
13396,ZAPATOS,DEPORTES MARTI   S. A. DE C. V.,MEXICO,0
13397,FRIJOLES,ABARROTES LA TIENDITA DE LA ESQUINA Y/O JOSE JUAN GUTIERREZ GRANADOS,MEXICO,0
13398,BEBIDAS,ABARROTES LA TIENDITA DE LA ESQUINA Y/O JOSE JUAN GUTIERREZ GRANADOS,MEXICO,0
13399,SALSA,ABARROTES LA TIENDITA DE LA ESQUINA Y/O JOSE JUAN GUTIERREZ GRANADOS,MEXICO,0
13400,COMPLEMENTO ALIMENTICIO,ABARROTES LA TIENDITA DE LA ESQUINA Y/O JOSE JUAN GUTIERREZ GRANADOS,MEXICO,0
13401,SOPA DE PASTA,ABARROTES SAN CHARBEL Y/O TERESITA DEL NIÑO JESUS ROMERO GONZALEZ,MEXICO,0
13402,LEGUMBRES ENLATADAS,ABARROTES SAN CHARBEL Y/O TERESITA DEL NIÑO JESUS ROMERO GONZALEZ,MEXICO,0
13403,SOPA DE PASTA,ABARROTES SAN CHARBEL Y/O TERESITA DEL NIÑO JESUS ROMERO GONZALEZ,MEXICO,0
13404,ACEITE COMESTIBLE,ABARROTES SAN CHARBEL Y/O TERESITA DEL NIÑO JESUS ROMERO GONZALEZ,MEXICO,0
13405,GELATINAS,ABARROTES LA HACIENDA Y/O LUZ MARIA ALEJANDRA VAZQUEZ GARCIA,MEXICO,0
13406,VERDURAS ENLATADAS,ABARROTES LA HACIENDA Y/O LUZ MARIA ALEJANDRA VAZQUEZ GARCIA,MEXICO,0
13407,SOPA DE PASTA,ABARROTES LA HACIENDA Y/O LUZ MARIA ALEJANDRA VAZQUEZ GARCIA,MEXICO,0
13408,ACEITE COMESTIBLE,ABARROTES LA HACIENDA Y/O LUZ MARIA ALEJANDRA VAZQUEZ GARCIA,MEXICO,0
13409,ZAPATOS,DEPORTES MARTI  S. A. DE C. V.,MEXICO,0
13410,ARTICULOS DEPORTIVOS,DEPORTES MARTI  S. A. DE C. V.,MEXICO,0
13411,ARTICULOS DEPORTIVOS,DEPORTES MARTI  S. A. DE C. V.,MEXICO,0
13412,ARTICULOS  DE LIMPIEZA,ABARROTES  CREMERIA VINOS Y LICORES IVETTE Y/O JOSEFA SALAMANCA ZARATE,MEXICO,0
13413,ARTICULOS DE LIMPIEZA PERSONAL,ABARROTES  CREMERIA VINOS Y LICORES IVETTE Y/O JOSEFA SALAMANCA ZARATE,MEXICO,0
13414,ARTICULOS DE LIMPIEZA PERSONAL,ABARROTES  CREMERIA VINOS Y LICORES IVETTE Y/O JOSEFA SALAMANCA ZARATE,MEXICO,0
13415,ARTICULOS DE LIMPIEZA PERSONAL,ABARROTES  CREMERIA VINOS Y LICORES IVETTE Y/O JOSEFA SALAMANCA ZARATE,MEXICO,0
13416,GALLETAS,ABARROTES  VINOS Y LICORES PEQUEÑA LULU Y/O MARTIN CALDERON CALDERON,MEXICO,0
13417,LEGUMBRES ENLATADAS,ABARROTES  VINOS Y LICORES PEQUEÑA LULU Y/O MARTIN CALDERON CALDERON,MEXICO,0
13418,PALETAS Y HELADOS,ABARROTES  VINOS Y LICORES PEQUEÑA LULU Y/O MARTIN CALDERON CALDERON,MEXICO,0
13419,SOPA DE PASTA,ABARROTES  VINOS Y LICORES PEQUEÑA LULU Y/O MARTIN CALDERON CALDERON,MEXICO,0
13420,ARTICULOS DE BELLEZA,FARMACIA ARELY  Y/O MARIA CAMARGO SALVADOR,MEXICO,0
13421,ARTICULOS DE LIMPIEZA PERSONAL,FARMACIA ARELY  Y/O MARIA CAMARGO SALVADOR,MEXICO,0
13422,ARTICULOS DE LIMPIEZA PERSONAL,FARMACIA ARELY  Y/O MARIA CAMARGO SALVADOR,MEXICO,0
13423,ARTICULOS DE LIMPIEZA PERSONAL,FARMACIA ARELY  Y/O MARIA CAMARGO SALVADOR,MEXICO,0
13424,ARTICULOS DE LIMPIEZA PERSONAL,FARMACIA DE JESUS Y/O MARIA DE LOS ANGELES BECERRA ALVAREZ,MEXICO,0
13425,ARTICULOS DE LIMPIEZA PERSONAL,FARMACIA DE JESUS Y/O MARIA DE LOS ANGELES BECERRA ALVAREZ,MEXICO,0
13426,ARTICULOS DE LIMPIEZA PERSONAL,FARMACIA DE JESUS Y/O MARIA DE LOS ANGELES BECERRA ALVAREZ,MEXICO,0
13427,ARTICULOS DE LIMPIEZA PERSONAL,FARMACIA DE JESUS Y/O MARIA DE LOS ANGELES BECERRA ALVAREZ,MEXICO,0
13428,ZAPATOS,ZAPATERIAS 2 HERMANOS Y/O JUAN SANCHEZ LOPEZ,MEXICO,0
13429,ZAPATOS,ZAPATERIAS 2 HERMANOS Y/O JUAN SANCHEZ LOPEZ,MEXICO,0
13430,ZAPATOS,ZAPATERIA COYOTE Y OLIVA Y/O JOSE VIVIANO BARAJAS PEREZ,MEXICO,0
13431,ZAPATOS,ZAPATERIA COYOTE Y OLIVA Y/O JOSE VIVIANO BARAJAS PEREZ,MEXICO,0
13432,ZAPATOS,ZAPATERIA COYOTE Y OLIVA Y/O JOSE VIVIANO BARAJAS PEREZ,MEXICO,0
13433,FRIJOLES,ABARROTES LA POBLANITA Y/O MIREYA NANCY SANCHEZ HERNANDEZ,MEXICO,0
13434,ACEITE COMESTIBLE,ABARROTES LA POBLANITA Y/O MIREYA NANCY SANCHEZ HERNANDEZ,MEXICO,0
13435,LEGUMBRES ENLATADAS,ABARROTES LA POBLANITA Y/O MIREYA NANCY SANCHEZ HERNANDEZ,MEXICO,0
13436,BEBIDAS,ABARROTES LA POBLANITA Y/O MIREYA NANCY SANCHEZ HERNANDEZ,MEXICO,0
13437,TEQUILA BLANCO,VINOS Y LICORES LA PRINCIPAL Y/O SALVADOR FERNANDEZ CALDERON,MEXICO,0
13438,TEQUILA REPOSADO,VINOS Y LICORES LA PRINCIPAL Y/O SALVADOR FERNANDEZ CALDERON,MEXICO,0
13439,PRODUCTOS ENLATADOS,VINOS Y LICORES LA PRINCIPAL Y/O SALVADOR FERNANDEZ CALDERON,MEXICO,0
13440,FRIJOLES,VINOS Y LICORES LA PRINCIPAL Y/O SALVADOR FERNANDEZ CALDERON,MEXICO,0
13441,RON,VINOS Y LICORES LA PRINCIPAL Y/O SALVADOR FERNANDEZ CALDERON,MEXICO,0
13442,WHISKY,VINOS Y LICORES LA PRINCIPAL Y/O SALVADOR FERNANDEZ CALDERON,MEXICO,0
